,usageKey,acceptedUsageKey,scientificName,canonicalName,verbatim_name,rank,status,confidence,matchType,kingdom,phylum,class,order,family,genus,species,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,speciesKey,synonym,verbatim_index
304,2706070,NA,Hordeum pusillum Nutt.,Hordeum pusillum,Hordeum pusillum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum pusillum,6,7707728,196,1369,3073,2706050,2706070,FALSE,304
305,2706066,NA,Hordeum brachyantherum Nevski,Hordeum brachyantherum,Hordeum brachyantherum,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum brachyantherum,6,7707728,196,1369,3073,2706050,2706066,FALSE,305
306,2706052,NA,Hordeum jubatum L.,Hordeum jubatum,Hordeum jubatum,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Hordeum,Hordeum jubatum,6,7707728,196,1369,3073,2706050,2706052,FALSE,306
307,1034736,NA,"Cicindela marginipennis Dejean, 1831",Cicindela marginipennis,Cicindela marginipennis,SPECIES,ACCEPTED,99,EXACT,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Cicindela,Cicindela marginipennis,1,54,216,1470,3792,1034699,1034736,FALSE,307
308,2439838,NA,"Castor canadensis Kuhl, 1820",Castor canadensis,Castor canadensis,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Mammalia,Rodentia,Castoridae,Castor,Castor canadensis,1,44,359,1459,5493,3240758,2439838,FALSE,308
309,5219858,NA,"Ondatra zibethicus (Linnaeus, 1766)",Ondatra zibethicus,Ondatra zibethicus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Ondatra,Ondatra zibethicus,1,44,359,1459,3240723,5219857,5219858,FALSE,309
310,2864467,NA,Butomus umbellatus L.,Butomus umbellatus,Butomus umbellatus,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Alismatales,Butomaceae,Butomus,Butomus umbellatus,6,7707728,196,551,6980,2864463,2864467,FALSE,310
311,2723410,NA,Carex divisa Huds.,Carex divisa,Carex divisa,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex divisa,6,7707728,196,1369,7708,2721893,2723410,FALSE,311
312,2726880,NA,Carex flava L.,Carex flava,Carex flava,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex flava,6,7707728,196,1369,7708,2721893,2726880,FALSE,312
313,2726725,NA,Carex rostrata Stokes,Carex rostrata,Carex rostrata,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex rostrata,6,7707728,196,1369,7708,2721893,2726725,FALSE,313
314,2717493,NA,Eleocharis quinqueflora (Hartmann) O.Schwarz,Eleocharis quinqueflora,Eleocharis quinqueflora,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eleocharis,Eleocharis quinqueflora,6,7707728,196,1369,7708,2716791,2717493,FALSE,314
315,2687932,NA,Equisetum palustre L.,Equisetum palustre,Equisetum palustre,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetum,Equisetum palustre,6,7707728,7228684,954,3105,2687913,2687932,FALSE,315
316,2687943,NA,Equisetum telmateia Ehrh.,Equisetum telmateia,Equisetum telmateia,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetum,Equisetum telmateia,6,7707728,7228684,954,3105,2687913,2687943,FALSE,316
317,5290186,9632508,Crypsis alopecuroides (Piller & Mitterp.) Schrad.,Crypsis alopecuroides,Crypsis alopecuroides,SPECIES,SYNONYM,97,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Sporobolus,Sporobolus alopecuroides,6,7707728,196,1369,3073,2704744,9632508,TRUE,317
318,2704744,9382716,Sporobolus schoenoides (L.) P.M.Peterson,Sporobolus schoenoides,Crypsis schoenoides,GENUS,ACCEPTED,97,HIGHERRANK,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Sporobolus,Sporobolus schoenoides,6,7707728,196,1369,3073,2704744,9382716,FALSE,318
319,2705484,NA,Glyceria maxima (Hartm.) Holmb.,Glyceria maxima,Glyceria maxima,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Glyceria,Glyceria maxima,6,7707728,196,1369,3073,2705475,2705484,FALSE,319
320,5341478,NA,Lycopus europaeus L.,Lycopus europaeus,Lycopus europaeus,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Lycopus,Lycopus europaeus,6,7707728,220,408,2497,2927122,5341478,FALSE,320
321,2926759,NA,Scutellaria galericulata L.,Scutellaria galericulata,Scutellaria galericulata,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,Scutellaria galericulata,6,7707728,220,408,2497,2926730,2926759,FALSE,321
322,2725914,NA,Carex atherodes Spreng.,Carex atherodes,Carex atherodes,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex atherodes,6,7707728,196,1369,7708,2721893,2725914,FALSE,322
323,5298231,NA,Iris pseudacorus L.,Iris pseudacorus,Iris pseudacorus,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,Iris pseudacorus,6,7707728,196,1169,7698,2748017,5298231,FALSE,323
324,2927190,NA,Mentha suaveolens Ehrh.,Mentha suaveolens,Mentha suaveolens,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha suaveolens,6,7707728,220,408,2497,2927173,2927190,FALSE,324
325,3188736,NA,Lythrum salicaria L.,Lythrum salicaria,Lythrum salicaria,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Lythrum,Lythrum salicaria,6,7707728,220,690,6684,3188731,3188736,FALSE,325
326,5275316,NA,Thelypteris palustris Schott,Thelypteris palustris,Thelypteris palustris,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Thelypteridaceae,Thelypteris,Thelypteris palustris,6,7707728,7228684,392,6618,5937466,5275316,FALSE,326
327,2864546,NA,Baldellia ranunculoides (L.) Parl.,Baldellia ranunculoides,Baldellia ranunculoides,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Alismatales,Alismataceae,Baldellia,Baldellia ranunculoides,6,7707728,196,551,3720,2864545,2864546,FALSE,327
328,2869101,NA,Calla palustris L.,Calla palustris,Calla palustris,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Calla,Calla palustris,6,7707728,196,551,6979,2869100,2869101,FALSE,328
329,8402883,NA,Callitriche brutia Petagna,Callitriche brutia,Callitriche brutia,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Callitriche,Callitriche brutia,6,7707728,220,408,2420,3039547,8402883,FALSE,329
330,5372487,NA,Callitriche stagnalis Scop.,Callitriche stagnalis,Callitriche stagnalis,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Callitriche,Callitriche stagnalis,6,7707728,220,408,2420,3039547,5372487,FALSE,330
331,5391710,NA,Bidens cernua L.,Bidens cernua,Bidens cernua,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bidens,Bidens cernua,6,7707728,220,414,3065,3105856,5391710,FALSE,331
332,5391862,NA,Bidens tripartita L.,Bidens tripartita,Bidens tripartita,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bidens,Bidens tripartita,6,7707728,220,414,3065,3105856,5391862,FALSE,332
333,2728531,NA,Carex lasiocarpa Ehrh.,Carex lasiocarpa,Carex lasiocarpa,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex lasiocarpa,6,7707728,196,1369,7708,2721893,2728531,FALSE,333
334,2725881,NA,Carex limosa L.,Carex limosa,Carex limosa,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex limosa,6,7707728,196,1369,7708,2721893,2725881,FALSE,334
335,2724925,NA,Carex nigra (L.) Reichard,Carex nigra,Carex nigra,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex nigra,6,7707728,196,1369,7708,2721893,2724925,FALSE,335
336,2722760,NA,Carex pseudocyperus L.,Carex pseudocyperus,Carex pseudocyperus,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex pseudocyperus,6,7707728,196,1369,7708,2721893,2722760,FALSE,336
337,2722046,NA,Carex vesicaria L.,Carex vesicaria,Carex vesicaria,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex vesicaria,6,7707728,196,1369,7708,2721893,2722046,FALSE,337
338,2730127,NA,Eriophorum angustifolium Honck.,Eriophorum angustifolium,Eriophorum angustifolium,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Eriophorum,Eriophorum angustifolium,6,7707728,196,1369,7708,2730118,2730127,FALSE,338
339,2687937,NA,Equisetum fluviatile L.,Equisetum fluviatile,Equisetum fluviatile,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Polypodiopsida,Equisetales,Equisetaceae,Equisetum,Equisetum fluviatile,6,7707728,7228684,954,3105,2687913,2687937,FALSE,339
340,2706465,NA,Agrostis canina L.,Agrostis canina,Agrostis canina,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Agrostis,Agrostis canina,6,7707728,196,1369,3073,2706434,2706465,FALSE,340
341,2706435,NA,Agrostis stolonifera L.,Agrostis stolonifera,Agrostis stolonifera,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Agrostis,Agrostis stolonifera,6,7707728,196,1369,3073,2706434,2706435,FALSE,341
342,2705495,NA,Glyceria fluitans (L.) R.Br.,Glyceria fluitans,Glyceria fluitans,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Glyceria,Glyceria fluitans,6,7707728,196,1369,3073,2705475,2705495,FALSE,342
343,5329266,NA,Hydrocharis morsus-ranae L.,Hydrocharis morsus-ranae,Hydrocharis morsus-ranae,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,Hydrocharis,Hydrocharis morsus-ranae,6,7707728,196,551,3721,2865596,5329266,FALSE,343
344,2701339,NA,Juncus bulbosus L.,Juncus bulbosus,Juncus bulbosus,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,Juncus bulbosus,6,7707728,196,1369,5353,2701072,2701339,FALSE,344
345,2701599,NA,Juncus compressus Jacq.,Juncus compressus,Juncus compressus,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,Juncus compressus,6,7707728,196,1369,5353,2701072,2701599,FALSE,345
346,2701418,NA,Juncus conglomeratus L.,Juncus conglomeratus,Juncus conglomeratus,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,Juncus conglomeratus,6,7707728,196,1369,5353,2701072,2701418,FALSE,346
347,2927175,NA,Mentha spicata L.,Mentha spicata,Mentha spicata,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Mentha spicata,6,7707728,220,408,2497,2927173,2927175,FALSE,347
348,2867631,NA,Lemna turionifera Landolt,Lemna turionifera,Lemna turionifera,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Lemna,Lemna turionifera,6,7707728,196,551,6979,2867567,2867631,FALSE,348
349,3188743,NA,Lythrum portula (L.) D.A.Webb,Lythrum portula,Lythrum portula,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Lythrum,Lythrum portula,6,7707728,220,690,6684,3188731,3188743,FALSE,349
350,5341511,NA,Menyanthes trifoliata L.,Menyanthes trifoliata,Menyanthes trifoliata,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Asterales,Menyanthaceae,Menyanthes,Menyanthes trifoliata,6,7707728,220,414,2386,2927475,5341511,FALSE,350
351,8810827,NA,Nymphoides peltata (S.G.Gmel.) Kuntze,Nymphoides peltata,Nymphoides peltata,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Asterales,Menyanthaceae,Nymphoides,Nymphoides peltata,6,7707728,220,414,2386,7785713,8810827,FALSE,351
352,3032585,NA,Parnassia palustris L.,Parnassia palustris,Parnassia palustris,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Celastrales,Parnassiaceae,Parnassia,Parnassia palustris,6,7707728,220,950,3592363,3032572,3032585,FALSE,352
353,8323622,NA,Persicaria hydropiper (L.) Spach,Persicaria hydropiper,Persicaria hydropiper,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria,Persicaria hydropiper,6,7707728,220,422,2416,6390748,8323622,FALSE,353
354,6389089,NA,Potamogeton berchtoldii Fieber,Potamogeton berchtoldii,Potamogeton berchtoldii,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Alismatales,Potamogetonaceae,Potamogeton,Potamogeton berchtoldii,6,7707728,196,551,6721,2756560,6389089,FALSE,354
355,5301183,NA,Potamogeton gramineus L.,Potamogeton gramineus,Potamogeton gramineus,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Alismatales,Potamogetonaceae,Potamogeton,Potamogeton gramineus,6,7707728,196,551,6721,2756560,5301183,FALSE,355
356,5301213,NA,Potamogeton praelongus Wulfen,Potamogeton praelongus,Potamogeton praelongus,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Liliopsida,Alismatales,Potamogetonaceae,Potamogeton,Potamogeton praelongus,6,7707728,196,551,6721,2756560,5301213,FALSE,356
357,3169386,NA,Lysimachia vulgaris L.,Lysimachia vulgaris,Lysimachia vulgaris,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Lysimachia,Lysimachia vulgaris,6,7707728,220,1353,6674,3169330,3169386,FALSE,357
358,3033312,NA,Ranunculus flammula L.,Ranunculus flammula,Ranunculus flammula,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,Ranunculus flammula,6,7707728,220,399,2410,3033294,3033312,FALSE,358
359,NA,NA,Salix alba L.,Salix alba,Salix alba,SPECIES,NA,100,NA,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,Salix alba,6,7707728,220,1414,6664,3039576,5372513,FALSE,359
360,3172092,NA,Veronica catenata Pennell,Veronica catenata,Veronica catenata,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica catenata,6,7707728,220,408,2420,3172047,3172092,FALSE,360
361,3172072,NA,Veronica scutellata L.,Veronica scutellata,Veronica scutellata,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Veronica,Veronica scutellata,6,7707728,220,408,2420,3172047,3172072,FALSE,361
362,2702361,NA,Sparganium angustifolium Michx.,Sparganium angustifolium,Sparganium angustifolium,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Typhaceae,Sparganium,Sparganium angustifolium,6,7707728,196,1369,4246,2702260,2702361,FALSE,362
363,7679536,NA,Sparganium erectum L.,Sparganium erectum,Sparganium erectum,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Typhaceae,Sparganium,Sparganium erectum,6,7707728,196,1369,4246,2702260,7679536,FALSE,363
364,2702384,NA,Sparganium natans L.,Sparganium natans,Sparganium natans,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Typhaceae,Sparganium,Sparganium natans,6,7707728,196,1369,4246,2702260,2702384,FALSE,364
365,5371864,NA,Cicuta virosa L.,Cicuta virosa,Cicuta virosa,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Cicuta,Cicuta virosa,6,7707728,220,1351,6720,5371861,5371864,FALSE,365
366,2291253,NA,"Lymnaea stagnalis (Linnaeus, 1758)",Lymnaea stagnalis,Lymnaea stagnalis,SPECIES,ACCEPTED,99,EXACT,Animalia,Mollusca,Gastropoda,NA,Lymnaeidae,Lymnaea,Lymnaea stagnalis,1,52,225,NA,2852,2291251,2291253,FALSE,366
367,2287072,NA,"Dreissena polymorpha (Pallas, 1771)",Dreissena polymorpha,Dreissena polymorpha,SPECIES,ACCEPTED,99,EXACT,Animalia,Mollusca,Bivalvia,Myida,Dreissenidae,Dreissena,Dreissena polymorpha,1,52,137,9241244,6852,2287071,2287072,FALSE,367
368,11404395,5189709,"Gyraulus crista (Linnaeus, 1758)",Gyraulus crista,Gyraulus crista,SPECIES,SYNONYM,98,EXACT,Animalia,Mollusca,Gastropoda,NA,Planorbidae,Armiger,Armiger crista,1,52,225,NA,2851,2290961,5189709,TRUE,368
369,2298076,NA,"Valvata piscinalis (O.F.Müller, 1774)",Valvata piscinalis,Valvata piscinalis,SPECIES,ACCEPTED,99,EXACT,Animalia,Mollusca,Gastropoda,NA,Valvatidae,Valvata,Valvata piscinalis,1,52,225,NA,2699,1434828,2298076,FALSE,369
370,8182127,NA,"Euglesa milium (Held, 1836)",Euglesa milium,Euglesa milium,SPECIES,ACCEPTED,99,EXACT,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Euglesa,Euglesa milium,1,52,137,10495862,3247675,7641355,8182127,FALSE,370
371,7475447,NA,"Euglesa subtruncata (Malm, 1855)",Euglesa subtruncata,Euglesa subtruncata,SPECIES,ACCEPTED,99,EXACT,Animalia,Mollusca,Bivalvia,Sphaeriida,Sphaeriidae,Euglesa,Euglesa subtruncata,1,52,137,10495862,3247675,7641355,7475447,FALSE,371
372,5289917,NA,Polypogon monspeliensis (L.) Desf.,Polypogon monspeliensis,Polypogon monspeliensis,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Polypogon,Polypogon monspeliensis,6,7707728,196,1369,3073,2704396,5289917,FALSE,372
373,2873769,NA,Acorus calamus L.,Acorus calamus,Acorus calamus,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Acorales,Acoraceae,Acorus,Acorus calamus,6,7707728,196,7227341,3719,2730063,2873769,FALSE,373
374,2701841,NA,Juncus inflexus L.,Juncus inflexus,Juncus inflexus,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Juncus,Juncus inflexus,6,7707728,196,1369,5353,2701072,2701841,FALSE,374
375,5329434,NA,Najas minor All.,Najas minor,Najas minor,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Alismatales,Hydrocharitaceae,Najas,Najas minor,6,7707728,196,551,3721,2865618,5329434,FALSE,375
376,2820441,NA,Cypripedium guttatum Sw.,Cypripedium guttatum,Cypripedium guttatum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cypripedium,Cypripedium guttatum,6,7707728,196,1169,7689,2820318,2820441,FALSE,376
377,2820380,NA,Cypripedium acaule Aiton,Cypripedium acaule,Cypripedium acaule,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cypripedium,Cypripedium acaule,6,7707728,196,1169,7689,2820318,2820380,FALSE,377
378,2820325,NA,Cypripedium arietinum R.Br.,Cypripedium arietinum,Cypripedium arietinum,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cypripedium,Cypripedium arietinum,6,7707728,196,1169,7689,2820318,2820325,FALSE,378
379,2820374,NA,Cypripedium candidum Muhl. ex Willd.,Cypripedium candidum,Cypripedium candidum,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cypripedium,Cypripedium candidum,6,7707728,196,1169,7689,2820318,2820374,FALSE,379
380,2820370,NA,Cypripedium montanum Douglas ex Lindl.,Cypripedium montanum,Cypripedium montanum,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cypripedium,Cypripedium montanum,6,7707728,196,1169,7689,2820318,2820370,FALSE,380
381,2820475,NA,Cypripedium parviflorum Salisb.,Cypripedium parviflorum,Cypripedium parviflorum,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cypripedium,Cypripedium parviflorum,6,7707728,196,1169,7689,2820318,2820475,FALSE,381
382,2820463,NA,Cypripedium passerinum Richardson,Cypripedium passerinum,Cypripedium passerinum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cypripedium,Cypripedium passerinum,6,7707728,196,1169,7689,2820318,2820463,FALSE,382
383,2820340,NA,Cypripedium reginae Walter,Cypripedium reginae,Cypripedium reginae,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cypripedium,Cypripedium reginae,6,7707728,196,1169,7689,2820318,2820340,FALSE,383
384,2722942,NA,Carex canescens L.,Carex canescens,Carex canescens,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex canescens,6,7707728,196,1369,7708,2721893,2722942,FALSE,384
385,2704895,NA,Calamagrostis canadensis (Michx.) P.Beauv.,Calamagrostis canadensis,Calamagrostis canadensis,SPECIES,ACCEPTED,98,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Calamagrostis,Calamagrostis canadensis,6,7707728,196,1369,3073,2704858,2704895,FALSE,385
386,4153222,12266061,Helictotrichon canescens (Buckley) Clayton,Helictotrichon canescens,Helictotrichon canescens,SPECIES,SYNONYM,98,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Graphephorum,Graphephorum canescens,6,7707728,196,1369,3073,5289635,12266061,TRUE,386
387,2722156,NA,Carex digitalis Willd.,Carex digitalis,Carex digitalis,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex digitalis,6,7707728,196,1369,7708,2721893,2722156,FALSE,387
388,2726517,NA,Carex conoidea Willd.,Carex conoidea,Carex conoidea,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex conoidea,6,7707728,196,1369,7708,2721893,2726517,FALSE,388
389,2728897,NA,Carex parryana Dewey,Carex parryana,Carex parryana,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex parryana,6,7707728,196,1369,7708,2721893,2728897,FALSE,389
390,4108416,NA,Calamagrostis inexpansa A.Gray,Calamagrostis inexpansa,Calamagrostis inexpansa,SPECIES,ACCEPTED,97,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Calamagrostis,Calamagrostis inexpansa,6,7707728,196,1369,3073,2704858,4108416,FALSE,390
391,4833733,5218823,"Mustela vison Schreber, 1777",Mustela vison,Neogale vison,GENUS,SYNONYM,94,HIGHERRANK,Animalia,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,Mustela vison,1,44,359,732,5307,2433922,5218823,TRUE,391
392,2434793,NA,"Phoca vitulina Linnaeus, 1758",Phoca vitulina,Phoca vitulina,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Phoca,Phoca vitulina,1,44,359,732,5310,2433485,2434793,FALSE,392
393,5219369,NA,"Pusa hispida (Schreber, 1775)",Pusa hispida,Pusa hispida,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Mammalia,Carnivora,Phocidae,Pusa,Pusa hispida,1,44,359,732,5310,2434764,5219369,FALSE,393
394,2860425,NA,Leucojum aestivum L.,Leucojum aestivum,Leucojum aestivum,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Leucojum,Leucojum aestivum,6,7707728,196,1169,7682,2852742,2860425,FALSE,394
269,5711980,NA,"Oncorhynchus clarkii (Richardson, 1836)",Oncorhynchus clarkii,Oncorhynchus clarkii,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus clarkii,1,44,NA,1313,8615,2351426,5711980,FALSE,269
396,5189828,NA,"Physella johnsoni (Clench, 1926)",Physella johnsoni,Physella johnsoni,SPECIES,ACCEPTED,99,EXACT,Animalia,Mollusca,Gastropoda,NA,Physidae,Physella,Physella johnsoni,1,52,225,NA,6798,9619305,5189828,FALSE,396
397,2428132,NA,"Pseudacris regilla (Baird & Girard, 1852)",Pseudacris regilla,Pseudacris regilla,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Amphibia,Anura,Hylidae,Pseudacris,Pseudacris regilla,1,44,131,952,6735,2428124,2428132,FALSE,397
398,2431224,NA,"Desmognathus fuscus (Rafinesque, 1820)",Desmognathus fuscus,Desmognathus fuscus,SPECIES,ACCEPTED,98,EXACT,Animalia,Chordata,Amphibia,Caudata,Plethodontidae,Desmognathus,Desmognathus fuscus,1,44,131,953,6748,2431198,2431224,FALSE,398
399,4107552,NA,Alopecurus magellanicus Lam.,Alopecurus magellanicus,Alopecurus magellanicus,SPECIES,ACCEPTED,99,EXACT,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Alopecurus,Alopecurus magellanicus,6,7707728,196,1369,3073,2705236,4107552,FALSE,399
230,5204037,NA,"Oncorhynchus gorbuscha (Walbaum, 1792)",Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,NA,Salmoniformes,Salmonidae,Oncorhynchus,Oncorhynchus gorbuscha,1,44,NA,1313,8615,2351426,5204037,FALSE,230
